"MEASURE","Measure","AGE","Age","ASGS_2011","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"1","Births","A15","15 - 19","0","Australia","A","Annual","1975","1975",24215,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","1976","1976",21713,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","1977","1977",20273,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","1978","1978",19115,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","1979","1979",18316,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","1980","1980",17693,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","1981","1981",17912,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","1982","1982",17316,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","1983","1983",16653,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","1984","1984",14628,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","1985","1985",14556,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","1986","1986",14326,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","1987","1987",13984,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","1988","1988",13961,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","1989","1989",14259,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","1990","1990",15107,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","1991","1991",14717,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","1992","1992",14154,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","1993","1993",13175,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","1994","1994",12853,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","1995","1995",12631,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","1996","1996",12509,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","1997","1997",12309,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","1998","1998",11849,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","1999","1999",11751,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","2000","2000",11474,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","2001","2001",11704,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","2002","2002",11505,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","2003","2003",10811,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","2004","2004",10857,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","2005","2005",11151,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","2006","2006",11005,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","2007","2007",11835,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","2008","2008",12932,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","2009","2009",12702,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","2010","2010",11865,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","2011","2011",11344,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","2012","2012",11420,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","2013","2013",10407,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","2014","2014",9204,,
"1","Births","A15","15 - 19","0","Australia","A","Annual","2015","2015",8574,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","1975","1975",604248,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","1976","1976",617078,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","1977","1977",630739,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","1978","1978",638674,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","1979","1979",643051,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","1980","1980",641032,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","1981","1981",636266,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","1982","1982",630888,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","1983","1983",626368,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","1984","1984",629553,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","1985","1985",637729,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","1986","1986",658671,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","1987","1987",678507,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","1988","1988",689280,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","1989","1989",691024,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","1990","1990",684977,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","1991","1991",665301,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","1992","1992",644102,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","1993","1993",629060,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","1994","1994",619931,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","1995","1995",615454,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","1996","1996",620152,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","1997","1997",619415,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","1998","1998",623366,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","1999","1999",631458,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","2000","2000",643833,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","2001","2001",655832,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","2002","2002",661925,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","2003","2003",666720,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","2004","2004",670030,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","2005","2005",673600,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","2006","2006",678066,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","2007","2007",691130,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","2008","2008",703855,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","2009","2009",710996,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","2010","2010",710727,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","2011","2011",706860,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","2012","2012",709039,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","2013","2013",711826,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","2014","2014",715821,,
"2","Female population","A15","15 - 19","0","Australia","A","Annual","2015","2015",718843,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","1975","1975",40.1,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","1976","1976",35.2,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","1977","1977",32.1,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","1978","1978",29.9,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","1979","1979",28.5,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","1980","1980",27.6,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","1981","1981",28.2,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","1982","1982",27.4,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","1983","1983",26.6,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","1984","1984",23.2,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","1985","1985",22.8,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","1986","1986",21.8,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","1987","1987",20.6,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","1988","1988",20.3,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","1989","1989",20.6,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","1990","1990",22.1,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","1991","1991",22.1,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","1992","1992",22,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","1993","1993",21,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","1994","1994",20.7,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","1995","1995",20.5,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","1996","1996",20.2,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","1997","1997",19.9,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","1998","1998",19,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","1999","1999",18.6,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","2000","2000",17.8,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","2001","2001",17.9,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","2002","2002",17.4,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","2003","2003",16.2,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","2004","2004",16.2,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","2005","2005",16.6,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","2006","2006",16.3,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","2007","2007",17.1,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","2008","2008",18.4,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","2009","2009",17.9,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","2010","2010",16.7,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","2011","2011",16.1,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","2012","2012",16.1,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","2013","2013",14.6,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","2014","2014",12.9,,
"11","Fertility rate","A15","15 - 19","0","Australia","A","Annual","2015","2015",11.9,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","1975","1975",8471,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","1976","1976",7520,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","1977","1977",6934,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","1978","1978",6491,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","1979","1979",6190,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","1980","1980",6292,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","1981","1981",6091,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","1982","1982",5981,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","1983","1983",5663,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","1984","1984",4762,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","1985","1985",4946,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","1986","1986",4731,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","1987","1987",4730,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","1988","1988",4697,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","1989","1989",4824,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","1990","1990",5058,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","1991","1991",4971,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","1992","1992",4879,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","1993","1993",4423,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","1994","1994",4233,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","1995","1995",4129,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","1996","1996",4086,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","1997","1997",4071,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","1998","1998",3929,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","1999","1999",3988,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","2000","2000",3627,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","2001","2001",3727,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","2002","2002",3643,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","2003","2003",3301,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","2004","2004",3310,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","2005","2005",3374,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","2006","2006",3399,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","2007","2007",3409,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","2008","2008",3821,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","2009","2009",3613,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","2010","2010",3573,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","2011","2011",3306,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","2012","2012",3180,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","2013","2013",3016,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","2014","2014",2455,,
"1","Births","A15","15 - 19","1","New South Wales","A","Annual","2015","2015",2641,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","1975","1975",208230,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","1976","1976",212296,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","1977","1977",217163,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","1978","1978",219124,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","1979","1979",220358,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","1980","1980",218483,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","1981","1981",215032,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","1982","1982",211502,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","1983","1983",208100,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","1984","1984",207402,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","1985","1985",209185,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","1986","1986",215706,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","1987","1987",224434,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","1988","1988",229550,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","1989","1989",230169,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","1990","1990",227744,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","1991","1991",220938,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","1992","1992",214101,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","1993","1993",208620,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","1994","1994",205316,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","1995","1995",203559,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","1996","1996",205195,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","1997","1997",205406,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","1998","1998",206549,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","1999","1999",208716,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","2000","2000",212325,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","2001","2001",216198,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","2002","2002",218104,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","2003","2003",218461,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","2004","2004",218782,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","2005","2005",218876,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","2006","2006",219886,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","2007","2007",222304,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","2008","2008",225305,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","2009","2009",226191,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","2010","2010",225295,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","2011","2011",223296,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","2012","2012",224430,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","2013","2013",225695,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","2014","2014",226552,,
"2","Female population","A15","15 - 19","1","New South Wales","A","Annual","2015","2015",227872,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","1975","1975",40.7,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","1976","1976",35.4,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","1977","1977",31.9,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","1978","1978",29.6,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","1979","1979",28.1,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","1980","1980",28.8,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","1981","1981",28.3,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","1982","1982",28.3,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","1983","1983",27.2,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","1984","1984",23,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","1985","1985",23.6,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","1986","1986",21.9,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","1987","1987",21.1,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","1988","1988",20.5,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","1989","1989",21,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","1990","1990",22.2,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","1991","1991",22.5,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","1992","1992",22.8,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","1993","1993",21.2,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","1994","1994",20.6,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","1995","1995",20.3,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","1996","1996",19.9,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","1997","1997",19.8,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","1998","1998",19,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","1999","1999",19.1,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","2000","2000",17.1,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","2001","2001",17.2,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","2002","2002",16.7,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","2003","2003",15.1,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","2004","2004",15.1,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","2005","2005",15.4,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","2006","2006",15.5,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","2007","2007",15.3,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","2008","2008",17,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","2009","2009",16,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","2010","2010",15.9,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","2011","2011",14.8,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","2012","2012",14.2,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","2013","2013",13.4,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","2014","2014",10.8,,
"11","Fertility rate","A15","15 - 19","1","New South Wales","A","Annual","2015","2015",11.6,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","1975","1975",5113,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","1976","1976",4610,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","1977","1977",4244,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","1978","1978",3985,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","1979","1979",3616,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","1980","1980",3398,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","1981","1981",3358,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","1982","1982",3235,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","1983","1983",3041,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","1984","1984",2667,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","1985","1985",2670,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","1986","1986",2523,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","1987","1987",2660,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","1988","1988",2573,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","1989","1989",2682,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","1990","1990",2816,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","1991","1991",2738,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","1992","1992",2405,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","1993","1993",2180,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","1994","1994",2183,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","1995","1995",2103,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","1996","1996",1955,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","1997","1997",1911,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","1998","1998",1935,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","1999","1999",1713,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","2000","2000",1729,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","2001","2001",1849,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","2002","2002",1830,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","2003","2003",1673,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","2004","2004",1713,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","2005","2005",1642,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","2006","2006",1653,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","2007","2007",1732,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","2008","2008",1864,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","2009","2009",1764,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","2010","2010",1513,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","2011","2011",1618,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","2012","2012",1830,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","2013","2013",1624,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","2014","2014",1464,,
"1","Births","A15","15 - 19","2","Victoria","A","Annual","2015","2015",1212,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","1975","1975",163207,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","1976","1976",165863,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","1977","1977",168673,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","1978","1978",170340,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","1979","1979",170908,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","1980","1980",170566,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","1981","1981",169517,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","1982","1982",168458,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","1983","1983",167719,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","1984","1984",169837,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","1985","1985",171894,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","1986","1986",177213,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","1987","1987",180628,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","1988","1988",181362,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","1989","1989",180026,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","1990","1990",177261,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","1991","1991",170409,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","1992","1992",163078,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","1993","1993",157735,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","1994","1994",153611,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","1995","1995",151454,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","1996","1996",152098,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","1997","1997",150975,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","1998","1998",150688,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","1999","1999",152192,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","2000","2000",155579,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","2001","2001",158903,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","2002","2002",160327,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","2003","2003",162709,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","2004","2004",164455,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","2005","2005",165792,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","2006","2006",166875,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","2007","2007",169680,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","2008","2008",172544,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","2009","2009",174457,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","2010","2010",174085,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","2011","2011",172925,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","2012","2012",173228,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","2013","2013",173096,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","2014","2014",174248,,
"2","Female population","A15","15 - 19","2","Victoria","A","Annual","2015","2015",175942,,
"11","Fertility rate","A15","15 - 19","2","Victoria","A","Annual","1975","1975",31.3,,
"11","Fertility rate","A15","15 - 19","2","Victoria","A","Annual","1976","1976",27.8,,
"11","Fertility rate","A15","15 - 19","2","Victoria","A","Annual","1977","1977",25.2,,
"11","Fertility rate","A15","15 - 19","2","Victoria","A","Annual","1978","1978",23.4,,
"11","Fertility rate","A15","15 - 19","2","Victoria","A","Annual","1979","1979",21.2,,
"11","Fertility rate","A15","15 - 19","2","Victoria","A","Annual","1980","1980",19.9,,
"11","Fertility rate","A15","15 - 19","2","Victoria","A","Annual","1981","1981",19.8,,
"11","Fertility rate","A15","15 - 19","2","Victoria","A","Annual","1982","1982",19.2,,
"11","Fertility rate","A15","15 - 19","2","Victoria","A","Annual","1983","1983",18.1,,
"11","Fertility rate","A15","15 - 19","2","Victoria","A","Annual","1984","1984",15.7,,
"11","Fertility rate","A15","15 - 19","2","Victoria","A","Annual","1985","1985",15.5,,
"11","Fertility rate","A15","15 - 19","2","Victoria","A","Annual","1986","1986",14.2,,
"11","Fertility rate","A15","15 - 19","2","Victoria","A","Annual","1987","1987",14.7,,
"11","Fertility rate","A15","15 - 19","2","Victoria","A","Annual","1988","1988",14.2,,
